Transaction date,Transaction,Name,Memo,Amount
9/26/2017,DEBIT,SLICE N BITES INC NORTH YORK ON,Rewards earned: 0.08 ~ Category: Restaurant,-15.8
9/26/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.24 ~ Category: Groceries,-12.16
9/26/2017,DEBIT,ABE'S SERVICE CENTRE NORTH YORK ,Rewards earned: 0.97 ~ Category: Other,-193.54
9/26/2017,DEBIT,VESTA *CHATR 888-278-5588 BC,Rewards earned: 0.79 ~ Category: Bill Payment,-39.55
9/27/2017,CREDIT,SHOMRAI SHABOTH CHEVRA 416-78288,Rewards earned: -4.10 ~ Category: Other,819
9/27/2017,DEBIT,OLDNAVY.COM 2944 505-462-0076 ON,Rewards earned: 0.56 ~ Category: Other,-111.05
9/27/2017,DEBIT,OLD NAVY CANADA ONLINE BOLTON ON,Rewards earned: 0.05 ~ Category: Other,-10.71
9/27/2017,DEBIT,SHOMRAI SHABOTH CHEVRA 416-78288,Rewards earned: 0.54 ~ Category: Other,-108
9/27/2017,DEBIT,SHOMRAI SHABOTH CHEVRA 416-78288,Rewards earned: 4.10 ~ Category: Other,-819
9/28/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.90 ~ Category: Groceries,-45.05
9/28/2017,DEBIT,CANADIAN ASSOCIATION O OTTAWA ON,Rewards earned: 1.58 ~ Category: Other,-315.37
10/1/2017,DEBIT,ESSO NORTH YORK ON,Rewards earned: 1.20 ~ Category: Gas,-60
10/1/2017,DEBIT,BAIS YAAKOV ELEMENTARY 416-78361,Rewards earned: 1.10 ~ Category: Other,-220
10/1/2017,DEBIT,SLICE N BITES INC NORTH YORK ON,Rewards earned: 0.26 ~ Category: Restaurant,-52.72
10/1/2017,DEBIT,KOSHER CITY PLUS NORTH YORK ON,Rewards earned: 1.54 ~ Category: Groceries,-76.8
10/1/2017,DEBIT,NOFRILLS PATS 1330 NORTH YORK ON,Rewards earned: 2.11 ~ Category: Groceries,-105.44
10/2/2017,DEBIT,ABE'S SERVICE CENTRE NORTH YORK ,Rewards earned: 3.30 ~ Category: Other,-659.92
10/3/2017,DEBIT,SUN LIFE CHOICES A&A 800-669-792,Rewards earned: 5.05 ~ Category: Bill Payment,-252.32
10/6/2017,CREDIT,PREAUTHORIZED PAYMENT,,2237.73
10/6/2017,DEBIT,VESTA *CHATR 888-278-5588 BC,Rewards earned: 0.57 ~ Category: Bill Payment,-28.25
10/7/2017,DEBIT,THE INSIDE SCOOP NORTH YORK ON,Rewards earned: 0.05 ~ Category: Restaurant,-9.49
10/8/2017,DEBIT,PIZZA CAFE INC NORTH YORK ON,Rewards earned: 0.12 ~ Category: Restaurant,-23.45
10/9/2017,DEBIT,AROMA BATHUST & WILSON NORTH YOR,Rewards earned: 0.03 ~ Category: Restaurant,-6.1
10/9/2017,DEBIT,NOFRILLS PATS 1330 NORTH YORK ON,Rewards earned: 4.42 ~ Category: Groceries,-221.05
10/10/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.48 ~ Category: Groceries,-23.98
10/10/2017,DEBIT,DR LAFFA ON THE GO TORONTO ON,Rewards earned: 0.15 ~ Category: Restaurant,-29.35
10/10/2017,DEBIT,WORLD MILK VARIETY TORONTO ON,Rewards earned: 0.11 ~ Category: Other,-22.6
10/11/2017,DEBIT,TSI INTERNET CHATHAM ON,Rewards earned: 2.01 ~ Category: Bill Payment,-100.51
10/15/2017,DEBIT,HERMES BAKERY LTD NORTH YORK ON,Rewards earned: 0.44 ~ Category: Groceries,-21.81
10/15/2017,DEBIT,WATSON FARMS BOWMANVILLE ON,Rewards earned: 0.14 ~ Category: Other,-28
10/15/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.34 ~ Category: Groceries,-16.77
10/15/2017,DEBIT,ESSO NORTH YORK ON,Rewards earned: 0.97 ~ Category: Gas,-48.52
10/15/2017,DEBIT,WMT SUPRCTR #1001 BOWMANVILLE ON,Rewards earned: 0.50 ~ Category: Groceries,-25.24
10/16/2017,DEBIT,PARKING - SUNNYBROOK TORONTO ON,Rewards earned: 0.07 ~ Category: Parking,-14.25
10/16/2017,DEBIT,KEEPCALLING COM 866-5358095 GA U,Rewards earned: 0.03 ~ Category: Other,-5
10/16/2017,DEBIT,METRO #52 NORTH YORK ON,Rewards earned: 0.50 ~ Category: Groceries,-24.85
10/17/2017,DEBIT,SOX SPOT HATS A LA MOD NORTH YOR,Rewards earned: 0.15 ~ Category: Other,-29.4
10/17/2017,DEBIT,AROMA BATHUST & WILSON NORTH YOR,Rewards earned: 0.03 ~ Category: Restaurant,-5.71
10/17/2017,DEBIT,NOFRILLS PATS 1330 NORTH YORK ON,Rewards earned: 0.81 ~ Category: Groceries,-40.31
10/17/2017,DEBIT,SHOPPERS DRUG MART #08 NORTH YOR,Rewards earned: 0.11 ~ Category: Drug Store,-22.59
10/18/2017,DEBIT,PIZZA CAFE INC NORTH YORK ON,Rewards earned: 0.07 ~ Category: Restaurant,-14.69
10/18/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.78 ~ Category: Groceries,-39.05
10/18/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.13 ~ Category: Groceries,-6.3
10/18/2017,DEBIT,HAT BOX TORONTO NORTH YORK ON,Rewards earned: 1.25 ~ Category: Other,-249.6
10/18/2017,DEBIT,HAT BOX TORONTO NORTH YORK ON,Rewards earned: 0.28 ~ Category: Other,-56.5
10/18/2017,DEBIT,ESSO NORTH YORK ON,Rewards earned: 1.29 ~ Category: Gas,-64.44
10/19/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.21 ~ Category: Groceries,-10.33
10/19/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.40 ~ Category: Groceries,-20.23
10/19/2017,DEBIT,DR LAFFA ON THE GO TORONTO ON,Rewards earned: 0.17 ~ Category: Restaurant,-33.9
10/21/2017,DEBIT,THE SHOE COMPANY NORTH YORK ON,Rewards earned: 0.21 ~ Category: Other,-41.87
10/22/2017,DEBIT,WINNERS 202 TORONTO ON,Rewards earned: 0.07 ~ Category: Other,-14.07
10/22/2017,DEBIT,NOFRILLS PATS 1330 NORTH YORK ON,Rewards earned: 1.48 ~ Category: Groceries,-73.92
10/22/2017,DEBIT,SHOPPERS DRUG MART #08 NORTH YOR,Rewards earned: 0.03 ~ Category: Drug Store,-6.36
10/23/2017,CREDIT,OLDNAVY.COM 2944 505-462-0076 ON,Rewards earned: -0.40 ~ Category: Other,80.23
10/23/2017,CREDIT,OLDNAVY.COM 2944 505-462-0076 ON,Rewards earned: -0.07 ~ Category: Other,13.43
10/23/2017,CREDIT,OLD NAVY CANADA ONLINE BOLTON ON,Rewards earned: -0.12 ~ Category: Other,23.93
10/23/2017,CREDIT,OLD NAVY CANADA ONLINE BOLTON ON,Rewards earned: -0.05 ~ Category: Other,10.71
10/23/2017,DEBIT,BUBBYS BAGELS NORTH YORK ON,Rewards earned: 0.02 ~ Category: Restaurant,-4.51
10/23/2017,DEBIT,SEARS CDA PROMENADE MA THORNHILL,Rewards earned: 0.14 ~ Category: Other,-27.09
10/24/2017,DEBIT,HERMES BAKERY LTD NORTH YORK ON,Rewards earned: 0.18 ~ Category: Groceries,-9.05
10/24/2017,DEBIT,SHOPPERS DRUG MART #08 NORTH YOR,Rewards earned: 0.06 ~ Category: Drug Store,-12.66
10/24/2017,DEBIT,URTH FINE FOODS INC NORTH YORK O,Rewards earned: 0.06 ~ Category: Restaurant,-12.43
10/25/2017,DEBIT,PAYPAL *NEEMANFOUND 4029357733 O,Rewards earned: 0.20 ~ Category: Bill Payment,-10
10/26/2017,DEBIT,VESTA *CHATR 888-278-5588 BC,Rewards earned: 0.79 ~ Category: Bill Payment,-39.55
10/26/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.94 ~ Category: Groceries,-47.14
10/27/2017,DEBIT,PETROCAN TORONTO ON,Rewards earned: 1.54 ~ Category: Gas,-77
10/28/2017,DEBIT,OLDNAVY.COM 2944 505-462-0076 ON,Rewards earned: 0.39 ~ Category: Other,-77.43
10/28/2017,DEBIT,OLD NAVY CANADA ONLINE BOLTON ON,Rewards earned: 0.23 ~ Category: Other,-46.47
10/29/2017,DEBIT,SOX SPOT HATS A LA MOD NORTH YOR,Rewards earned: 0.07 ~ Category: Other,-14.7
10/29/2017,DEBIT,COSTCO WHOLESALE W535 TORONTO ON,Rewards earned: 0.31 ~ Category: Other,-62.26
10/29/2017,DEBIT,COSTCO WHOLESALE W535 TORONTO ON,Rewards earned: 0.31 ~ Category: Other,-61.32
10/29/2017,DEBIT,NOFRILLS PATS 1330 NORTH YORK ON,Rewards earned: 1.33 ~ Category: Groceries,-66.64
10/29/2017,DEBIT,WAL-MART # 3105 TORONTO ON,Rewards earned: 0.05 ~ Category: Other,-10.79
11/1/2017,DEBIT,BAIS YAAKOV ELEMENTARY 416-78361,Rewards earned: 1.10 ~ Category: Other,-220
11/1/2017,DEBIT,HERMES BAKERY LTD NORTH YORK ON,Rewards earned: 0.58 ~ Category: Groceries,-28.8
11/1/2017,DEBIT,NOFRILLS PATS 1330 NORTH YORK ON,Rewards earned: 0.61 ~ Category: Groceries,-30.65
11/2/2017,DEBIT,DR LAFFA ON THE GO TORONTO ON,Rewards earned: 0.17 ~ Category: Restaurant,-33.9
11/2/2017,DEBIT,SUN LIFE CHOICES A&A 800-669-792,Rewards earned: 5.05 ~ Category: Bill Payment,-252.32
11/2/2017,DEBIT,MARSHALLS 747 TORONTO ON,Rewards earned: 0.24 ~ Category: Other,-47.24
11/2/2017,DEBIT,DOLLARAMA # 687 TORONTO ON,Rewards earned: 0.03 ~ Category: Other,-5.09
11/3/2017,DEBIT,METRO #52 NORTH YORK ON,Rewards earned: 0.49 ~ Category: Groceries,-24.39
11/3/2017,DEBIT,CANADA WIDE PARKING RICHMOND HIL,Rewards earned: 0.01 ~ Category: Parking,-1
11/6/2017,DEBIT,VESTA *CHATR 888-278-5588 BC,Rewards earned: 0.57 ~ Category: Bill Payment,-28.25
11/6/2017,DEBIT,ESSO NORTH YORK ON,Rewards earned: 1.54 ~ Category: Gas,-77.11
11/8/2017,DEBIT,SHOPPERS DRUG MART #08 NORTH YOR,Rewards earned: 0.02 ~ Category: Drug Store,-4.78
11/8/2017,DEBIT,DR. SAMUEL AXELROD & A NORTH YOR,Rewards earned: 0.17 ~ Category: Other,-33
11/8/2017,DEBIT,OLD NAVY CANADA 3392 TORONTO ON,Rewards earned: 0.07 ~ Category: Other,-13.74
11/8/2017,DEBIT,DOLLARAMA # 420 TORONTO ON,Rewards earned: 0.08 ~ Category: Other,-15.67
11/9/2017,DEBIT,SHOE COMPANY # 270 NORTH YORK ON,Rewards earned: 0.51 ~ Category: Other,-101.82
11/9/2017,CREDIT,PREAUTHORIZED PAYMENT,,4396.42
11/9/2017,DEBIT,THE MEDICINE SHOPPE DOWNSVIEW ON,Rewards earned: 0.30 ~ Category: Drug Store,-60.62
11/9/2017,CREDIT,OLDNAVY.COM 2944 505-462-0076 ON,Rewards earned: -0.39 ~ Category: Other,77.43
11/9/2017,CREDIT,OLD NAVY CANADA ONLINE BOLTON ON,Rewards earned: -0.12 ~ Category: Other,23.23
11/10/2017,DEBIT,METRO #52 NORTH YORK ON,Rewards earned: 0.38 ~ Category: Groceries,-19.2
11/10/2017,DEBIT,UDEMY.COM 8888385432 CA USA,Rewards earned: 0.38 ~ Category: Bill Payment,-19
11/10/2017,DEBIT,CDN TIRE STORE #00019 NORTH YORK,Rewards earned: 0.12 ~ Category: Home Improvement,-23.7
11/10/2017,DEBIT,FORTINO'S NORTH YORK ON,Rewards earned: 0.13 ~ Category: Groceries,-6.28
11/11/2017,DEBIT,TSI INTERNET CHATHAM ON,Rewards earned: 0.88 ~ Category: Bill Payment,-44.01
11/12/2017,DEBIT,ESSO HAMILTON ON,Rewards earned: 0.89 ~ Category: Gas,-44.38
11/12/2017,DEBIT,COSTCO WHOLESALE W535 TORONTO ON,Rewards earned: 1.25 ~ Category: Other,-250.04
11/12/2017,DEBIT,NOFRILLS PATS 1330 NORTH YORK ON,Rewards earned: 1.35 ~ Category: Groceries,-67.3
11/16/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.63 ~ Category: Groceries,-31.74
11/16/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.09 ~ Category: Groceries,-4.28
11/16/2017,DEBIT,ZICHRON BINYOMIN CHARI 416-48493,Rewards earned: 0.48 ~ Category: Other,-95
11/16/2017,DEBIT,URTH FINE FOODS INC NORTH YORK O,Rewards earned: 0.06 ~ Category: Restaurant,-12.43
11/16/2017,DEBIT,KIJIJI CANADA LTD 8445454543 ON,Rewards earned: 0.03 ~ Category: Other,-5.64
11/17/2017,DEBIT,KIJIJI CANADA LTD 8445454543 ON,Rewards earned: 0.06 ~ Category: Other,-11.29
11/19/2017,DEBIT,ESSO NORTH YORK ON,Rewards earned: 1.55 ~ Category: Gas,-77.66
11/19/2017,DEBIT,PETSMART INC. 3030 TORONTO ON,Rewards earned: 0.03 ~ Category: Other,-5.64
11/19/2017,DEBIT,SHOPPERS DRUG MART #08 NORTH YOR,Rewards earned: 0.02 ~ Category: Drug Store,-4.73
11/19/2017,CREDIT,SHOE COMPANY # 270 NORTH YORK ON,Rewards earned: -0.51 ~ Category: Other,101.82
11/19/2017,CREDIT,CARTER'S OSHKOSH #4 TORONTO ON,Rewards earned: -0.26 ~ Category: Other,52.49
11/19/2017,DEBIT,NOFRILLS PATS 1330 NORTH YORK ON,Rewards earned: 2.66 ~ Category: Groceries,-132.92
11/20/2017,DEBIT,SHOPPERS DRUG MART #08 NORTH YOR,Rewards earned: 0.05 ~ Category: Drug Store,-9.22
11/20/2017,DEBIT,PARKING - SUNNYBROOK TORONTO ON,Rewards earned: 0.05 ~ Category: Parking,-9.5
11/21/2017,DEBIT,BACK IN ACTION NORTH YORK ON,Rewards earned: 0.60 ~ Category: Other,-120
11/23/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.53 ~ Category: Groceries,-26.59
11/23/2017,DEBIT,BACK IN ACTION NORTH YORK ON,Rewards earned: 0.30 ~ Category: Other,-60
11/24/2017,DEBIT,MASTERMIND- YONGE STRE TORONTO O,Rewards earned: 0.03 ~ Category: Other,-5.41
11/24/2017,DEBIT,MASTERMIND- YONGE STRE TORONTO O,Rewards earned: 0.13 ~ Category: Other,-25.97
11/24/2017,DEBIT,DOLLARAMA # 687 TORONTO ON,Rewards earned: 0.07 ~ Category: Other,-13.89
11/24/2017,DEBIT,CDN TIRE STORE #00019 NORTH YORK,Rewards earned: 0.24 ~ Category: Home Improvement,-47.44
11/25/2017,DEBIT,PAYPAL *NEEMANFOUND 4029357733 O,Rewards earned: 0.20 ~ Category: Bill Payment,-10
11/26/2017,DEBIT,METRO #52 NORTH YORK ON,Rewards earned: 0.18 ~ Category: Groceries,-9.03
11/26/2017,DEBIT,METRO #52 NORTH YORK ON,Rewards earned: 0.17 ~ Category: Groceries,-8.62
11/26/2017,DEBIT,VESTA *CHATR 888-278-5588 BC,Rewards earned: 0.79 ~ Category: Bill Payment,-39.55
11/26/2017,DEBIT,URTH FINE FOODS INC NORTH YORK O,Rewards earned: 0.09 ~ Category: Restaurant,-17.23
11/26/2017,DEBIT,SHOPPERS DRUG MART #08 NORTH YOR,Rewards earned: 0.25 ~ Category: Drug Store,-49.43
11/26/2017,CREDIT,SHOPPERS DRUG MART #08 NORTH YOR,Rewards earned: -0.05 ~ Category: Drug Store,9.22
11/27/2017,DEBIT,ESSO NORTH YORK ON,Rewards earned: 1.37 ~ Category: Gas,-68.7
11/28/2017,CREDIT,OLD NAVY CANADA 3392 TORONTO ON,Rewards earned: -0.01 ~ Category: Other,1.08
11/28/2017,CREDIT,OLD NAVY CANADA 3392 TORONTO ON,Rewards earned: -0.05 ~ Category: Other,10.3
11/28/2017,CREDIT,OLD NAVY CANADA 3392 TORONTO ON,Rewards earned: -0.07 ~ Category: Other,13.74
11/28/2017,DEBIT,THE CHILDREN'S PLACE # NORTH YOR,Rewards earned: 0.26 ~ Category: Other,-52.37
11/28/2017,DEBIT,BACK IN ACTION NORTH YORK ON,Rewards earned: 0.30 ~ Category: Other,-60
11/28/2017,DEBIT,NOFRILLS PATS 1330 NORTH YORK ON,Rewards earned: 2.27 ~ Category: Groceries,-113.74
11/29/2017,DEBIT,BAIS YAAKOV ELEMENTARY 416-78361,Rewards earned: 0.30 ~ Category: Other,-60
11/30/2017,DEBIT,THE CHILDRENS PLACE MISSISSAUGA ,Rewards earned: 0.35 ~ Category: Other,-70.32
12/1/2017,DEBIT,BAIS YAAKOV ELEMENTARY 416-78361,Rewards earned: 1.10 ~ Category: Other,-220
12/1/2017,DEBIT,WIKIMEDIA SAN FRANCISCO CA USA,Rewards earned: 0.06 ~ Category: Bill Payment,-3
12/2/2017,DEBIT,SUN LIFE CHOICES A&A 800-669-792,Rewards earned: 5.05 ~ Category: Bill Payment,-252.32
12/3/2017,DEBIT,OLDNAVY.COM 2944 505-462-0076 ON,Rewards earned: 0.35 ~ Category: Other,-69.89
12/3/2017,DEBIT,COSTCO WHOLESALE W535 TORONTO ON,Rewards earned: 0.61 ~ Category: Other,-122
12/3/2017,DEBIT,NOFRILLS PATS 1330 NORTH YORK ON,Rewards earned: 1.20 ~ Category: Groceries,-60.1
12/4/2017,DEBIT,INDIGO - 685 SHEPPARD NORTH YORK,Rewards earned: 0.03 ~ Category: Parking,-5
12/4/2017,DEBIT,KOSHER CITY PLUS NORTH YORK ON,Rewards earned: 0.09 ~ Category: Groceries,-4.29
12/5/2017,DEBIT,THE CHILDRENS PLACE MISSISSAUGA ,Rewards earned: 0.11 ~ Category: Other,-21.5
12/5/2017,DEBIT,BACK IN ACTION NORTH YORK ON,Rewards earned: 0.30 ~ Category: Other,-60
12/5/2017,DEBIT,ORANGE SQUARE INC NORTH YORK ON,Rewards earned: 0.20 ~ Category: Other,-39.64
12/5/2017,DEBIT,Amazon *Marketplce CA WWW.AMAZON,Rewards earned: 0.25 ~ Category: Other,-49.15
12/6/2017,DEBIT,HUSKY MARLEE HUSKY #27 NORTH YOR,Rewards earned: 1.44 ~ Category: Gas,-72.05
12/6/2017,DEBIT,OLDNAVY.COM 2944 505-462-0076 ON,Rewards earned: 0.43 ~ Category: Other,-86.24
12/6/2017,DEBIT,VESTA *CHATR 888-278-5588 BC,Rewards earned: 0.57 ~ Category: Bill Payment,-28.25
12/7/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.30 ~ Category: Groceries,-15.22
12/8/2017,CREDIT,PREAUTHORIZED PAYMENT,,2222.53
12/8/2017,DEBIT,OLD NAVY CANADA ONLINE BOLTON ON,Rewards earned: 0.16 ~ Category: Other,-32.41
12/9/2017,DEBIT,URTH FINE FOODS INC NORTH YORK O,Rewards earned: 0.07 ~ Category: Restaurant,-14.13
12/10/2017,DEBIT,NOFRILLS PATS 1330 NORTH YORK ON,Rewards earned: 2.17 ~ Category: Groceries,-108.29
12/10/2017,DEBIT,WAL-MART # 3105 TORONTO ON,Rewards earned: 0.18 ~ Category: Other,-36
12/11/2017,DEBIT,GAP CANADA ONLINE BOLTON ON,Rewards earned: 0.61 ~ Category: Other,-121.84
12/11/2017,DEBIT,AROMA BATHUST & WILSON NORTH YOR,Rewards earned: 0.08 ~ Category: Restaurant,-16.49
12/11/2017,DEBIT,TSI INTERNET CHATHAM ON,Rewards earned: 0.88 ~ Category: Bill Payment,-44.01
12/11/2017,DEBIT,COINBASE CHEAPSIDE GBR GBR,Rewards earned: 0.01 ~ Category: Other,-2
12/11/2017,DEBIT,COINBASE CHEAPSIDE GBR GBR,Rewards earned: 0.25 ~ Category: Other,-50
12/11/2017,DEBIT,COINBASE CHEAPSIDE GBR GBR,Rewards earned: 0.50 ~ Category: Other,-100
12/12/2017,DEBIT,CHOCOLATE CHARM NORTH YORK ON,Rewards earned: 0.10 ~ Category: Other,-19.82
12/12/2017,DEBIT,BACK IN ACTION NORTH YORK ON,Rewards earned: 0.30 ~ Category: Other,-60
12/12/2017,DEBIT,BATH & BODY WORKS #600 TORONTO O,Rewards earned: 0.16 ~ Category: Other,-31.08
12/13/2017,DEBIT,ESSO NORTH YORK ON,Rewards earned: 1.41 ~ Category: Gas,-70.33
12/15/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.21 ~ Category: Groceries,-10.6
12/15/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.08 ~ Category: Groceries,-3.99
12/16/2017,DEBIT,HOWIE T`S BURGER BAR THORNHILL O,Rewards earned: 0.12 ~ Category: Restaurant,-24.83
12/16/2017,DEBIT,KOSHER CITY PLUS NORTH YORK ON,Rewards earned: 0.34 ~ Category: Groceries,-16.78
12/16/2017,DEBIT,WAL-MART #5831 THORNHILL ON,Rewards earned: 0.35 ~ Category: Groceries,-17.5
12/17/2017,DEBIT,BA-LI LAFFA THORNHILL ON,Rewards earned: 0.30 ~ Category: Restaurant,-59.66
12/18/2017,DEBIT,SQ *BUNCH OF FUN PLAYL Toronto O,Rewards earned: 0.11 ~ Category: Other,-22.58
12/19/2017,DEBIT,URTH FINE FOODS INC NORTH YORK O,Rewards earned: 0.07 ~ Category: Restaurant,-14.13
12/19/2017,DEBIT,DR LAFFA ON THE GO TORONTO ON,Rewards earned: 0.07 ~ Category: Restaurant,-14.7
12/20/2017,DEBIT,SHOPPERS DRUG MART #08 NORTH YOR,Rewards earned: 0.18 ~ Category: Drug Store,-35.85
12/20/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.06 ~ Category: Groceries,-3.08
12/20/2017,DEBIT,HERMES BAKERY LTD NORTH YORK ON,Rewards earned: 0.21 ~ Category: Groceries,-10.59
12/20/2017,DEBIT,KEEPCALLING COM 866-5358095 GA U,Rewards earned: 0.03 ~ Category: Other,-5
12/20/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.28 ~ Category: Groceries,-13.76
12/21/2017,DEBIT,ESSO NORTH YORK ON,Rewards earned: 1.45 ~ Category: Gas,-72.46
12/23/2017,DEBIT,OLDNAVY.COM 2944 505-462-0076 ON,Rewards earned: 0.05 ~ Category: Other,-10.5
12/23/2017,DEBIT,OLD NAVY CANADA ONLINE BOLTON ON,Rewards earned: 0.31 ~ Category: Other,-62.91
12/23/2017,DEBIT,OLD NAVY CANADA ONLINE BOLTON ON,Rewards earned: 0.58 ~ Category: Other,-115.84
12/24/2017,DEBIT,NOFRILLS PATS 1330 NORTH YORK ON,Rewards earned: 3.06 ~ Category: Groceries,-153.17
12/25/2017,DEBIT,SAVOURS FRESH MARKET L NORTH YOR,Rewards earned: 0.27 ~ Category: Groceries,-13.35
12/25/2017,DEBIT,PAYPAL *NEEMANFOUND 4029357733 O,Rewards earned: 0.20 ~ Category: Bill Payment,-10
12/26/2017,DEBIT,VESTA *CHATR 888-278-5588 BC,Rewards earned: 0.79 ~ Category: Bill Payment,-39.55
12/27/2017,DEBIT,BEST BUY CANADA #927 TORONTO ON,Rewards earned: 0.68 ~ Category: Other,-136.44
12/27/2017,CREDIT,BEST BUY CANADA #927 TORONTO ON,Rewards earned: -0.68 ~ Category: Other,136.44
12/28/2017,DEBIT,ABE'S SERVICE CENTRE NORTH YORK ,Rewards earned: 0.51 ~ Category: Other,-101.7
12/29/2017,CREDIT,MASTERMIND- YONGE STRE TORONTO O,Rewards earned: -0.05 ~ Category: Other,9.03
12/29/2017,CREDIT,THE CHILDREN'S PLACE # NORTH YOR,Rewards earned: -0.20 ~ Category: Other,39.28
12/29/2017,DEBIT,THE CHILDREN'S PLACE # NORTH YOR,Rewards earned: 0.07 ~ Category: Other,-14.14
12/30/2017,CREDIT,OLDNAVY.COM 2944 505-462-0076 ON,Rewards earned: -0.09 ~ Category: Other,18.63
12/30/2017,CREDIT,OLDNAVY.COM 2944 505-462-0076 ON,Rewards earned: -0.26 ~ Category: Other,52.49
12/30/2017,CREDIT,OLDNAVY.COM 2944 505-462-0076 ON,Rewards earned: -0.05 ~ Category: Other,10.5
12/30/2017,CREDIT,OLD NAVY CANADA ONLINE BOLTON ON,Rewards earned: -0.03 ~ Category: Other,5.24
12/31/2017,DEBIT,DOLLARAMA # 420 TORONTO ON,Rewards earned: 0.18 ~ Category: Other,-36.49
12/31/2017,DEBIT,NOFRILLS PATS 1330 NORTH YORK ON,Rewards earned: 1.41 ~ Category: Groceries,-70.36
12/31/2017,DEBIT,ESSO NORTH YORK ON,Rewards earned: 1.20 ~ Category: Gas,-60
12/31/2017,DEBIT,RAN GHOMAN DESIGNS INC TORONTO O,Rewards earned: 0.16 ~ Category: Other,-31.64
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
